Transaction_ID,Customer_ID,Transaction_Date,Amount,Transaction_Status,Payment_Method
TXN110155,7762,2025-02-12,3287.9,Completed,Wallet
TXN110156,6543,2025-05-26,1177.52,Processed,UPI
TXN110157,9325,2025-06-29,4249.95,Completed,UPI
TXN110158,5883,2025-02-08,4823.66,Completed,Card
TXN110159,8050,2025-01-31,1431.01,Completed,Wallet
TXN110160,5959,2025-05-22,1075.12,Completed,Wallet
TXN110161,1666,2025-03-05,1725.71,Completed,NetBanking
TXN110162,1276,2025-04-13,362.63,Pending,UPI
TXN110163,1881,2025-04-07,4373.49,Completed,Wallet
TXN110164,3060,2025-02-13,4650.03,Completed,UPI
TXN110165,3082,2025-04-07,3184.85,Completed,NetBanking
TXN110166,7702,2025-01-02,3833.46,Processed,NetBanking
TXN110167,1158,2025-06-09,3359.82,Pending,Card
TXN110168,6229,2025-02-05,1917.9,Completed,NetBanking
TXN110169,8956,2025-02-24,3178.61,Completed,NetBanking
TXN110170,8514,2025-04-24,4189.78,Processed,Wallet
TXN110171,8803,2025-03-28,4059.04,Pending,Wallet
TXN110172,3526,2025-03-10,451.23,Completed,NetBanking
TXN110173,9302,2025-04-21,2339.87,Processed,Wallet
TXN110174,8803,2025-03-21,2016.74,Completed,Wallet
TXN110175,7574,2025-02-09,3772.44,Processed,Card
TXN110176,9733,2025-01-24,2531.81,Processed,Wallet
TXN110177,2138,2025-04-27,1781.02,Completed,Card
TXN110178,8257,2025-04-14,3546.43,Processed,Wallet
TXN110179,4283,2025-06-05,2394.21,Completed,Card
TXN110180,8762,2025-03-03,1320.29,Completed,Card
TXN110181,8896,2025-06-02,4457.56,Completed,UPI
TXN110182,3419,2025-01-07,609.59,Processed,Card
TXN110183,2756,2025-02-07,139.53,Completed,Wallet
TXN110184,3306,2025-04-29,762.36,Processed,Card
TXN110185,8630,2025-03-27,860.03,Completed,NetBanking
TXN110186,7263,2025-03-27,2713.31,Completed,Card
TXN110187,6008,2025-04-01,3143.08,Completed,Card
TXN110188,6247,2025-05-01,2270.63,Pending,NetBanking
TXN110189,9914,2025-04-07,1060.65,Completed,Wallet
TXN110190,3570,2025-06-22,704.34,Processed,Wallet
TXN110191,6807,2025-06-09,2486.15,Completed,Wallet
TXN110192,8812,2025-04-13,2849.14,Pending,Card
TXN110193,1324,2025-06-09,1554.61,Completed,NetBanking
TXN110194,8487,2025-01-01,1141.18,Completed,UPI
TXN110195,6645,2025-02-14,448.93,Processed,Wallet
TXN110196,2945,2025-03-05,179.91,Completed,NetBanking
TXN110197,5486,2025-05-15,573.4,Processed,NetBanking
TXN110198,3430,2025-06-15,3723.29,Completed,Wallet
TXN110199,4510,2025-03-11,1752.89,Completed,UPI
TXN110200,1845,2025-03-16,185.72,Processed,Wallet
TXN110201,1567,2025-03-14,2565.42,Pending,NetBanking
TXN110202,3179,2025-06-07,2703.53,Completed,NetBanking
TXN110203,3019,2025-05-30,2172.01,Completed,UPI
TXN110204,4319,2025-03-14,597.88,Processed,NetBanking
TXN110205,3320,2025-02-24,3787.09,Completed,Wallet
TXN110206,2646,2025-02-15,3460.95,Completed,Wallet
TXN110207,4909,2025-04-07,2003.91,Completed,UPI
TXN110208,9015,2025-06-03,1935.04,Completed,Wallet
TXN110209,4420,2025-05-17,821.88,Completed,Wallet
TXN110210,1356,2025-01-15,3780.07,Completed,Wallet
TXN110211,8485,2025-05-27,3017.89,Processed,UPI
TXN110212,4081,2025-05-24,474.68,Processed,UPI
TXN110213,3280,2025-01-25,1921.41,Completed,Card
TXN110214,5131,2025-04-09,4522.63,Completed,UPI
TXN110215,6123,2025-06-28,2289.25,Completed,NetBanking
TXN110216,8422,2025-03-18,1658.39,Completed,Card
TXN110217,3787,2025-06-23,3236.73,Processed,NetBanking
TXN110218,5209,2025-01-07,1054.71,Completed,UPI
TXN110219,7540,2025-02-03,2642.83,Completed,Wallet
TXN110220,1465,2025-02-27,3364.14,Completed,Wallet
TXN110221,2487,2025-03-19,4281.65,Completed,Card
TXN110222,5942,2025-01-23,3477.9,Completed,NetBanking
TXN110223,5597,2025-05-31,1952.83,Completed,Card
TXN110224,5536,2025-05-25,3850.61,Completed,Card
TXN110225,1325,2025-05-21,4497.08,Pending,Wallet
TXN110226,5162,2025-05-02,2414.93,Completed,UPI
TXN110227,1303,2025-01-27,72.28,Completed,Card
TXN110228,6067,2025-03-07,4410.54,Completed,Wallet
TXN110229,6024,2025-04-11,868.94,Completed,NetBanking
TXN110230,8715,2025-06-07,675.31,Completed,Card
TXN110231,9340,2025-05-12,1573.01,Completed,Card
TXN110232,3631,2025-04-04,1930.92,Processed,UPI
TXN110233,7391,2025-03-08,4006.91,Completed,UPI
TXN110234,9287,2025-05-22,1976.46,Completed,UPI
TXN110235,3369,2025-01-11,291.66,Pending,UPI
TXN110236,1528,2025-02-09,3198.01,Processed,UPI
TXN110237,5675,2025-05-11,3372.54,Completed,Wallet
TXN110238,2663,2025-01-01,4080.39,Completed,Card
TXN110239,4364,2025-01-09,2024.39,Completed,Wallet
TXN110240,3341,2025-04-22,476.05,Completed,Wallet
TXN110241,7656,2025-03-14,2787.66,Completed,UPI
TXN110242,5905,2025-05-04,648.94,Processed,Card
TXN110243,9884,2025-03-17,134.52,Processed,UPI
TXN110244,6950,2025-05-09,3903.99,Completed,UPI
TXN110245,2360,2025-05-24,2046.88,Completed,NetBanking
TXN110246,6127,2025-04-04,2648.78,Completed,UPI
TXN110247,6562,2025-03-13,3331.1,Processed,UPI
TXN110248,9730,2025-02-15,2035.09,Completed,Wallet
TXN110249,6777,2025-05-18,303.1,Processed,Wallet
TXN110250,4925,2025-06-10,1301.08,Completed,Card
TXN110251,9463,2025-04-12,1011.99,Completed,Card
TXN110252,9001,2025-02-10,4888.1,Completed,UPI
TXN110253,2028,2025-06-28,3710.55,Completed,UPI
TXN110254,7018,2025-01-22,2285.17,Completed,NetBanking
TXN110255,2242,2025-05-24,363.67,Completed,NetBanking
TXN110256,9784,2025-03-24,623.46,Completed,Wallet
TXN110257,8119,2025-03-16,4073.85,Processed,Card
TXN110258,5210,2025-01-14,4729.97,Completed,Card
TXN110259,7406,2025-06-03,205.18,Completed,Card
TXN110260,4377,2025-06-21,4556.47,Pending,Wallet
TXN110261,5071,2025-05-28,1933.79,Pending,Card
TXN110262,2440,2025-05-13,1107.48,Completed,Wallet
TXN110263,4626,2025-01-11,556.05,Completed,Wallet
TXN110264,1184,2025-02-16,3870.16,Completed,Card
TXN110265,5996,2025-01-10,2371.11,Completed,NetBanking
TXN110266,9412,2025-03-02,4170.5,Processed,NetBanking
TXN110267,9031,2025-04-21,1169.48,Pending,Card
TXN110268,6563,2025-02-14,3408.91,Pending,NetBanking
TXN110269,4188,2025-02-16,634.7,Completed,NetBanking
TXN110270,3945,2025-06-11,494.27,Completed,Wallet
TXN110271,7765,2025-04-28,710.33,Completed,Wallet
TXN110272,3474,2025-05-21,4054.06,Completed,Card
TXN110273,7787,2025-01-23,3295.32,Completed,UPI
TXN110274,9792,2025-02-05,871.52,Completed,Card
TXN110275,5599,2025-03-17,1954.62,Completed,Card
TXN110276,7274,2025-06-24,3830.25,Completed,Wallet
TXN110277,5313,2025-04-19,1464.09,Completed,Card
TXN110278,3218,2025-03-25,4610.26,Processed,NetBanking
TXN110279,2152,2025-03-21,4577.28,Completed,Card
TXN110280,1056,2025-01-14,2786.86,Pending,UPI
TXN110281,1143,2025-03-07,3178.27,Processed,Wallet
TXN110282,8218,2025-06-26,3283.43,Completed,Wallet
TXN110283,9559,2025-01-16,1329.42,Processed,Card
TXN110284,7361,2025-02-12,1858.34,Completed,Card
TXN110285,1615,2025-04-12,722.91,Processed,UPI
TXN110286,9062,2025-04-23,4628.11,Processed,NetBanking
TXN110287,6977,2025-01-09,3633.05,Processed,NetBanking
TXN110288,7984,2025-05-29,279.46,Completed,Wallet
TXN110289,9890,2025-03-23,2769.47,Processed,Card
TXN110290,5971,2025-04-20,1748.21,Processed,Wallet
TXN110291,6781,2025-04-08,4085.67,Pending,UPI
TXN110292,1944,2025-03-25,1751.81,Completed,NetBanking
TXN110293,8078,2025-02-12,3238.54,Completed,NetBanking
TXN110294,2746,2025-03-07,870.41,Completed,UPI
TXN110295,6783,2025-05-12,2815.84,Completed,UPI
TXN110296,7907,2025-05-03,1504.73,Completed,Wallet
TXN110297,9625,2025-04-19,866.2,Processed,Wallet
TXN110298,3926,2025-04-12,3115.33,Completed,UPI
TXN110299,2089,2025-05-15,3211.27,Completed,Wallet
TXN110300,3957,2025-03-27,4917.6,Completed,Wallet
TXN110301,3612,2025-03-25,3362.07,Completed,NetBanking
TXN110302,7047,2025-01-04,2602.76,Completed,Card
TXN110303,7249,2025-05-04,4567.47,Completed,UPI
TXN110304,4759,2025-01-20,4149.99,Completed,Card
TXN110305,8718,2025-02-04,2766.29,Completed,UPI
TXN110306,5263,2025-04-07,2581.18,Completed,UPI
TXN110307,2902,2025-06-22,4712.75,Completed,Wallet
TXN110308,3567,2025-01-14,3104.78,Completed,Wallet
TXN110309,9075,2025-05-30,3583.21,Completed,UPI
TXN110310,3994,2025-02-17,479.06,Completed,UPI
TXN110311,6229,2025-06-07,3605.61,Completed,Wallet
TXN110312,3010,2025-01-29,1360.18,Completed,Wallet
TXN110313,8377,2025-02-05,621.91,Completed,Card
TXN110314,1830,2025-02-11,4255.85,Completed,NetBanking
TXN110315,1048,2025-01-29,3471.4,Completed,NetBanking
TXN110316,5210,2025-05-15,2067.44,Completed,Card
TXN110317,2178,2025-06-09,2185.51,Completed,UPI
TXN110318,6768,2025-05-21,1025.73,Completed,Wallet
TXN110319,8878,2025-05-21,97.28,Completed,UPI
TXN110320,1070,2025-05-22,1779.33,Completed,NetBanking
TXN110321,8686,2025-05-14,784.65,Processed,Wallet
TXN110322,8879,2025-05-24,2137.55,Completed,Card
TXN110323,6455,2025-02-10,4177.43,Completed,Card
TXN110324,9258,2025-06-29,618.03,Processed,NetBanking
TXN110325,6612,2025-04-22,504.18,Completed,UPI
TXN110326,6769,2025-03-26,4515.41,Completed,UPI
TXN110327,2777,2025-04-18,3738.44,Completed,UPI
TXN110328,8380,2025-05-24,312.7,Pending,NetBanking
TXN110329,3228,2025-01-05,443.87,Processed,NetBanking
TXN110330,9804,2025-06-01,3440.37,Completed,NetBanking
TXN110331,9888,2025-06-20,1883.2,Completed,UPI
TXN110332,7746,2025-01-10,3634.66,Processed,Card
TXN110333,7391,2025-02-04,2052.05,Pending,UPI
TXN110334,3406,2025-01-31,4840.54,Processed,NetBanking
TXN110335,9440,2025-04-30,3487.36,Completed,Wallet
TXN110336,1637,2025-03-20,280.75,Completed,NetBanking
TXN110337,9090,2025-05-19,1685.98,Pending,Wallet
TXN110338,1949,2025-01-09,2839.85,Completed,NetBanking
TXN110339,4587,2025-02-13,752.27,Pending,NetBanking
TXN110340,2111,2025-04-26,62.48,Completed,Wallet
TXN110341,9367,2025-05-24,442.58,Completed,NetBanking
TXN110342,1722,2025-04-30,2645.1,Processed,Card
TXN110343,4842,2025-06-25,3179.66,Completed,Wallet
TXN110344,4674,2025-02-22,509.87,Completed,NetBanking
TXN110345,5866,2025-03-06,3342.52,Completed,Wallet
TXN110346,1702,2025-06-25,3104.76,Completed,Wallet
TXN110347,3128,2025-03-11,4702.49,Completed,Wallet
TXN110348,5233,2025-02-15,4211.34,Completed,Card
TXN110349,3517,2025-05-01,4719.05,Pending,NetBanking
TXN110350,2149,2025-05-01,4832.23,Completed,Card
TXN110351,2878,2025-02-02,2232.0,Completed,Wallet
TXN110352,1309,2025-06-29,2465.16,Completed,Wallet
TXN110353,4952,2025-03-22,1444.03,Completed,UPI
TXN110354,8728,2025-02-24,2566.74,Processed,UPI
TXN110355,4049,2025-06-28,796.04,Completed,UPI
TXN110356,6766,2025-04-08,3373.58,Completed,Wallet
TXN110357,7412,2025-04-20,173.42,Pending,Card
TXN110358,5865,2025-06-17,1216.36,Completed,Wallet
TXN110359,1015,2025-06-02,1079.95,Completed,Wallet
TXN110360,1605,2025-05-30,4692.55,Completed,Card
TXN110361,5908,2025-05-05,767.26,Completed,NetBanking
TXN110362,9006,2025-04-01,4459.34,Completed,UPI
TXN110363,7412,2025-02-07,665.57,Pending,Wallet
TXN110364,9605,2025-05-17,3270.96,Completed,Wallet
TXN110365,5120,2025-02-06,1633.44,Pending,NetBanking
TXN110366,9507,2025-01-05,1614.21,Completed,UPI
TXN110367,5666,2025-03-23,4991.44,Pending,NetBanking
TXN110368,5820,2025-05-30,1168.91,Processed,UPI
TXN110369,8835,2025-04-20,1052.67,Completed,Wallet
TXN110370,2849,2025-05-20,2967.21,Completed,UPI
TXN110371,2953,2025-03-01,3716.72,Completed,Wallet
TXN110372,9580,2025-06-21,4913.4,Completed,Card
TXN110373,3769,2025-05-30,3522.0,Completed,Card
TXN110374,4046,2025-01-06,2831.26,Completed,Card
TXN110375,8594,2025-01-27,2075.2,Completed,NetBanking
TXN110376,7840,2025-02-24,2995.81,Completed,NetBanking
TXN110377,6066,2025-05-23,3024.13,Completed,Wallet
TXN110378,3415,2025-03-05,1127.67,Completed,NetBanking
TXN110379,3389,2025-01-17,3372.48,Completed,NetBanking
TXN110380,6924,2025-01-03,1061.9,Completed,NetBanking
TXN110381,9495,2025-01-10,2475.28,Completed,Card
TXN110382,1763,2025-03-04,1336.35,Completed,NetBanking
TXN110383,8541,2025-03-30,1598.37,Pending,UPI
TXN110384,1815,2025-03-26,3088.69,Completed,NetBanking
TXN110385,7255,2025-04-14,369.2,Completed,UPI
TXN110386,1877,2025-05-17,109.57,Pending,Card
TXN110387,8173,2025-06-01,696.57,Processed,Wallet
TXN110388,8073,2025-02-01,885.1,Completed,NetBanking
TXN110389,5798,2025-01-03,1029.47,Completed,Wallet
TXN110390,7989,2025-06-10,3880.96,Processed,Wallet
TXN110391,6039,2025-06-20,2261.95,Completed,Wallet
TXN110392,7324,2025-04-19,2376.18,Completed,Wallet
TXN110393,3823,2025-05-20,3239.45,Completed,NetBanking
TXN110394,6287,2025-04-03,3659.09,Completed,UPI
TXN110395,4285,2025-04-13,67.37,Completed,Wallet
TXN110396,8433,2025-04-07,4290.79,Completed,Card
TXN110397,7174,2025-06-09,4942.75,Completed,Card
TXN110398,5826,2025-05-28,652.95,Pending,UPI
TXN110399,4664,2025-03-09,3272.85,Completed,Wallet
TXN110400,1497,2025-05-25,61.95,Processed,Card
TXN110401,8641,2025-05-27,292.7,Completed,NetBanking
TXN110402,5643,2025-05-12,1460.76,Completed,Card
TXN110403,6056,2025-04-03,4239.7,Completed,Wallet
TXN110404,1131,2025-01-17,3279.88,Completed,Wallet
TXN110405,6443,2025-01-22,2256.81,Completed,Wallet
TXN110406,1857,2025-06-19,2221.06,Completed,Wallet
TXN110407,9712,2025-06-22,2356.97,Completed,Card
TXN110408,9221,2025-01-11,1589.61,Completed,NetBanking
TXN110409,7147,2025-01-29,4394.69,Processed,Wallet
TXN110410,5604,2025-01-20,2860.95,Completed,Wallet
TXN110411,2558,2025-01-05,2445.55,Completed,UPI
TXN110412,1015,2025-06-02,2352.13,Processed,Card
TXN110413,4605,2025-02-03,4682.34,Completed,NetBanking
TXN110414,2607,2025-05-20,3632.13,Processed,NetBanking
TXN110415,6935,2025-01-28,766.83,Pending,NetBanking
TXN110416,3016,2025-04-08,2213.0,Completed,UPI
TXN110417,4574,2025-01-06,1477.44,Processed,Card
TXN110418,8274,2025-01-19,4935.0,Pending,Wallet
TXN110419,4791,2025-01-12,2106.21,Completed,Card
TXN110420,7406,2025-01-25,385.96,Pending,UPI
TXN110421,2088,2025-01-13,2085.5,Completed,Wallet
TXN110422,2361,2025-03-17,1640.68,Pending,UPI
TXN110423,5473,2025-01-03,3017.93,Completed,NetBanking
TXN110424,6294,2025-01-24,1169.09,Completed,UPI
TXN110425,8106,2025-01-08,228.07,Completed,Wallet
TXN110426,8319,2025-04-22,524.61,Completed,Wallet
TXN110427,9667,2025-04-30,1451.58,Pending,UPI
TXN110428,9520,2025-05-03,1774.2,Pending,Card
TXN110429,2186,2025-03-31,4180.53,Completed,Card
TXN110430,4414,2025-02-14,1386.84,Processed,Card
TXN110431,6486,2025-01-01,205.89,Pending,NetBanking
TXN110432,4536,2025-01-03,3914.63,Processed,NetBanking
TXN110433,2773,2025-03-06,4351.14,Completed,NetBanking
TXN110434,6415,2025-01-15,2486.92,Completed,NetBanking
TXN110435,3558,2025-02-19,1460.39,Completed,Card
TXN110436,6907,2025-05-28,3872.09,Completed,Card
TXN110437,6079,2025-05-11,94.05,Processed,UPI
TXN110438,7724,2025-05-23,4623.94,Completed,NetBanking
TXN110439,6420,2025-05-04,4334.38,Completed,UPI
TXN110440,4291,2025-02-06,2746.92,Completed,NetBanking
TXN110441,4524,2025-05-29,1424.03,Pending,Wallet
TXN110442,4504,2025-04-16,212.58,Completed,NetBanking
TXN110443,9998,2025-04-13,4999.13,Completed,NetBanking
TXN110444,6989,2025-05-31,3822.26,Completed,Card
TXN110445,3666,2025-05-01,1726.61,Completed,Wallet
TXN110446,9596,2025-04-09,145.4,Completed,NetBanking
TXN110447,8140,2025-05-26,3214.49,Pending,Wallet
TXN110448,9785,2025-01-17,4935.17,Completed,UPI
TXN110449,7895,2025-06-08,3550.01,Processed,UPI
TXN110450,5107,2025-02-17,464.39,Completed,Card
TXN110451,4280,2025-01-26,2041.28,Completed,NetBanking
TXN110452,3212,2025-01-22,590.46,Pending,Card
TXN110453,9078,2025-05-05,4565.19,Completed,UPI
TXN110454,8601,2025-06-22,1685.55,Completed,NetBanking
TXN110455,1613,2025-06-13,3680.21,Completed,Wallet
TXN110456,1868,2025-03-05,469.22,Completed,Card
TXN110457,1811,2025-06-12,685.65,Completed,NetBanking
TXN110458,5862,2025-03-23,3413.46,Pending,UPI
TXN110459,5177,2025-06-04,4225.23,Completed,Wallet
TXN110460,2744,2025-03-09,1047.18,Completed,NetBanking
TXN110461,3256,2025-05-25,2120.77,Processed,NetBanking
TXN110462,8612,2025-05-19,3116.11,Pending,Card
TXN110463,9713,2025-01-05,3991.57,Completed,Wallet
TXN110464,8196,2025-05-01,3159.57,Processed,Card
TXN110465,6423,2025-02-26,522.36,Completed,Wallet
TXN110466,6089,2025-03-15,2736.96,Completed,NetBanking
TXN110467,7608,2025-03-26,4428.8,Completed,Wallet
TXN110468,2469,2025-04-30,4346.72,Completed,NetBanking
TXN110469,3675,2025-01-14,2945.83,Completed,UPI
TXN110470,2513,2025-03-13,4978.7,Processed,UPI
TXN110471,5876,2025-05-09,570.36,Completed,UPI
TXN110472,2451,2025-05-24,2419.05,Completed,Card
TXN110473,5654,2025-01-26,3886.86,Completed,Wallet
TXN110474,4007,2025-02-18,748.14,Completed,UPI
TXN110475,4124,2025-06-19,4865.11,Completed,Wallet
TXN110476,2753,2025-04-13,1802.53,Completed,Card
TXN110477,2612,2025-03-07,1783.19,Completed,UPI
TXN110478,4275,2025-02-22,1105.31,Completed,UPI
TXN110479,9747,2025-01-09,1475.69,Processed,Wallet
TXN110480,3049,2025-03-10,2909.07,Completed,UPI
TXN110481,1824,2025-02-09,2175.3,Processed,NetBanking
TXN110482,4030,2025-05-13,1007.22,Completed,NetBanking
TXN110483,2081,2025-02-25,4055.24,Completed,UPI
TXN110484,6299,2025-04-21,358.08,Completed,NetBanking
TXN110485,1492,2025-01-05,4181.53,Completed,Card
TXN110486,5764,2025-03-10,1410.95,Processed,Card
TXN110487,8202,2025-02-21,2504.72,Completed,Wallet
TXN110488,9266,2025-03-14,1936.27,Completed,NetBanking
TXN110489,4360,2025-04-08,2874.48,Completed,UPI
TXN110490,9562,2025-06-10,3990.15,Completed,NetBanking
TXN110491,5682,2025-05-30,4947.13,Completed,NetBanking
TXN110492,1328,2025-01-15,1564.99,Completed,Wallet
TXN110493,9968,2025-03-06,2791.33,Completed,Card
TXN110494,5674,2025-03-12,2356.74,Processed,UPI
TXN110495,5316,2025-05-31,4994.69,Completed,Card
TXN110496,6803,2025-04-21,4054.12,Processed,NetBanking
TXN110497,4325,2025-01-06,2015.57,Completed,NetBanking
TXN110498,9379,2025-06-03,2410.55,Completed,UPI
TXN110499,2214,2025-05-20,1267.49,Completed,Wallet
TXN110500,8556,2025-03-18,3788.47,Pending,UPI
TXN110501,9722,2025-04-25,4233.8,Completed,Card
TXN110502,4136,2025-04-23,4826.68,Completed,UPI
TXN110503,7618,2025-03-18,2850.85,Completed,Wallet
TXN110504,6265,2025-05-10,3369.88,Completed,UPI
TXN110505,8089,2025-06-09,2257.99,Completed,NetBanking
TXN110506,8965,2025-06-27,3065.19,Pending,NetBanking
TXN110507,9708,2025-04-05,1776.31,Completed,NetBanking
TXN110508,7569,2025-03-02,3701.56,Completed,UPI
TXN110509,2491,2025-05-19,162.37,Completed,Wallet
TXN110510,6213,2025-04-11,190.86,Completed,Wallet
TXN110511,5228,2025-02-03,3594.8,Completed,UPI
TXN110512,8508,2025-04-05,4656.88,Processed,Wallet
TXN110513,5409,2025-04-13,3179.63,Completed,NetBanking
TXN110514,1590,2025-01-08,3646.32,Completed,Wallet
TXN110515,8379,2025-05-16,4128.47,Completed,Wallet
TXN110516,4056,2025-04-08,1840.29,Completed,Wallet
TXN110517,3206,2025-05-23,585.16,Completed,UPI
TXN110518,3708,2025-01-05,4668.81,Completed,NetBanking
TXN110519,6981,2025-05-27,4695.92,Completed,UPI
TXN110520,6722,2025-05-17,2237.11,Completed,NetBanking
TXN110521,1747,2025-06-06,1124.99,Completed,Card
TXN110522,9992,2025-04-11,4467.15,Completed,Wallet
TXN110523,7553,2025-05-27,3556.71,Pending,UPI
TXN110524,2497,2025-02-15,90.73,Completed,Wallet
TXN110525,2379,2025-04-14,583.21,Completed,Card
TXN110526,9871,2025-03-21,4916.84,Processed,NetBanking
TXN110527,8360,2025-04-28,238.73,Completed,Card
TXN110528,4770,2025-01-05,1448.65,Completed,UPI
TXN110529,4342,2025-06-10,2765.06,Completed,Wallet
TXN110530,2546,2025-02-24,962.56,Completed,Card
TXN110531,4126,2025-01-19,1198.67,Processed,NetBanking
TXN110532,6889,2025-05-25,1797.19,Completed,Card
TXN110533,7208,2025-03-29,1384.29,Completed,Wallet
TXN110534,9875,2025-04-27,4026.61,Completed,NetBanking
TXN110535,2295,2025-06-19,2526.36,Completed,NetBanking
TXN110536,2385,2025-05-30,1429.17,Processed,Wallet
TXN110537,1942,2025-02-08,1599.83,Completed,Card
TXN110538,4280,2025-05-05,247.33,Completed,NetBanking
TXN110539,2033,2025-01-27,294.49,Completed,Wallet
TXN110540,3786,2025-03-17,3603.64,Completed,NetBanking
TXN110541,3233,2025-06-23,608.91,Completed,UPI
TXN110542,2620,2025-05-07,2405.19,Processed,NetBanking
TXN110543,4535,2025-06-05,4219.71,Processed,Card
TXN110544,4205,2025-06-29,1873.84,Completed,NetBanking
TXN110545,3882,2025-06-16,1761.47,Pending,UPI
TXN110546,1170,2025-05-02,4371.59,Processed,NetBanking
TXN110547,9140,2025-05-26,4331.01,Completed,NetBanking
TXN110548,4897,2025-03-28,4406.68,Completed,Wallet
TXN110549,5122,2025-05-30,2880.97,Completed,Wallet
TXN110550,6109,2025-03-09,4763.91,Completed,NetBanking
TXN110551,3837,2025-01-11,4103.87,Processed,Wallet
TXN110552,9599,2025-03-23,2107.39,Completed,Wallet
TXN110553,6228,2025-03-05,3166.3,Completed,Wallet
TXN110554,5169,2025-04-29,652.86,Completed,NetBanking
TXN110555,7721,2025-03-26,2779.09,Completed,UPI
TXN110556,1679,2025-02-26,1352.59,Completed,NetBanking
TXN110557,8429,2025-06-12,1453.56,Completed,NetBanking
TXN110558,6487,2025-02-06,672.31,Completed,Wallet
TXN110559,1236,2025-06-27,1823.09,Completed,NetBanking
TXN110560,7804,2025-05-01,2432.88,Pending,Card
TXN110561,3423,2025-01-30,3021.75,Processed,NetBanking
TXN110562,2032,2025-05-25,1559.1,Completed,Wallet
TXN110563,7339,2025-06-10,3971.63,Completed,UPI
TXN110564,3940,2025-05-24,2628.75,Completed,NetBanking
TXN110565,6409,2025-05-23,3208.36,Completed,UPI
TXN110566,4132,2025-05-21,1426.81,Completed,Card
TXN110567,8080,2025-01-03,4079.97,Pending,UPI
TXN110568,5942,2025-01-24,3140.16,Completed,NetBanking
TXN110569,7961,2025-05-31,4318.63,Completed,UPI
TXN110570,8730,2025-02-28,841.76,Completed,Wallet
TXN110571,1633,2025-02-24,1934.28,Completed,Wallet
TXN110572,7822,2025-03-06,609.43,Processed,Card
TXN110573,5103,2025-06-09,1116.86,Completed,Wallet
TXN110574,7487,2025-03-01,2003.01,Completed,NetBanking
TXN110575,4446,2025-06-07,4478.18,Completed,Card
TXN110576,6738,2025-03-07,2807.35,Pending,NetBanking
TXN110577,4098,2025-05-26,1685.37,Completed,Card
TXN110578,9097,2025-02-28,3747.15,Pending,Wallet
TXN110579,6476,2025-02-22,147.43,Completed,Wallet
TXN110580,9253,2025-03-05,1881.96,Completed,NetBanking
TXN110581,6181,2025-05-01,3024.12,Completed,Card
TXN110582,2817,2025-04-29,2937.02,Completed,Wallet
TXN110583,9824,2025-01-30,3057.41,Completed,Wallet
TXN110584,5887,2025-01-18,1096.93,Completed,Card
TXN110585,3598,2025-01-05,1718.54,Completed,UPI
TXN110586,3653,2025-03-10,4661.25,Completed,UPI
TXN110587,2454,2025-05-16,4871.18,Completed,Wallet
TXN110588,2138,2025-05-17,1594.59,Completed,NetBanking
TXN110589,6807,2025-06-09,3240.29,Completed,NetBanking
TXN110590,4192,2025-04-30,1244.42,Pending,Card
TXN110591,7116,2025-05-22,1874.22,Completed,UPI
TXN110592,4759,2025-05-21,3972.06,Completed,NetBanking
TXN110593,4029,2025-01-18,2530.83,Completed,UPI
TXN110594,6095,2025-03-09,4255.47,Completed,Wallet
TXN110595,1063,2025-04-24,3162.26,Completed,NetBanking
TXN110596,2345,2025-01-22,3163.16,Completed,UPI
TXN110597,1974,2025-01-20,217.71,Processed,NetBanking
TXN110598,5161,2025-05-23,3760.87,Completed,UPI
TXN110599,6962,2025-01-07,4890.44,Completed,Card
TXN110600,9649,2025-04-08,2391.49,Completed,NetBanking
TXN110601,7596,2025-04-15,834.97,Processed,UPI
TXN110602,4330,2025-01-30,4886.04,Processed,Card
TXN110603,2740,2025-01-05,1486.12,Processed,NetBanking
TXN110604,7055,2025-05-09,2075.53,Processed,UPI
TXN110605,7321,2025-06-08,432.96,Completed,NetBanking
TXN110606,2954,2025-01-20,598.64,Completed,NetBanking
TXN110607,1279,2025-03-24,1122.0,Completed,Card
TXN110608,3391,2025-03-05,2764.91,Completed,NetBanking
TXN110609,7439,2025-04-28,2811.06,Completed,UPI
TXN110610,1961,2025-01-29,3050.91,Completed,NetBanking
TXN110611,7827,2025-04-12,2939.89,Processed,NetBanking
TXN110612,2217,2025-05-18,2501.42,Processed,Card
TXN110613,9566,2025-06-06,4020.39,Completed,Card
TXN110614,7007,2025-01-31,4672.8,Completed,UPI
TXN110615,5130,2025-03-16,1385.32,Processed,Wallet
TXN110616,2392,2025-01-30,694.46,Completed,Card
TXN110617,3076,2025-06-02,2154.18,Pending,Card
TXN110618,9966,2025-03-21,180.79,Completed,UPI
TXN110619,5316,2025-02-27,4422.43,Completed,Wallet
TXN110620,7196,2025-02-26,1236.55,Completed,NetBanking
TXN110621,5589,2025-03-28,2769.02,Processed,NetBanking
TXN110622,9142,2025-05-03,619.72,Completed,NetBanking
TXN110623,7260,2025-04-07,2788.62,Completed,UPI
TXN110624,9471,2025-04-25,243.02,Completed,UPI
TXN110625,8897,2025-02-06,3855.59,Completed,UPI
TXN110626,5841,2025-02-27,4779.34,Completed,Card
TXN110627,8161,2025-01-28,1569.53,Completed,UPI
TXN110628,2059,2025-06-04,1328.16,Completed,Wallet
