Transaction_ID,Customer_ID,Transaction_Date,Amount,Tansaction_Status,Payment_Method
TXN105003,8675,2025-02-07,4982.48,Completed,Wallet
TXN105004,9264,2025-01-24,309.92,Processed,NetBanking
TXN105005,1198,2025-03-22,3903.29,Completed,UPI
TXN105006,1571,2025-06-17,683.56,Completed,UPI
TXN105007,1790,2025-03-13,148.18,Processed,UPI
TXN105008,2174,2025-03-20,3210.96,Completed,Card
TXN105009,1178,2025-04-24,4372.91,Completed,UPI
TXN105010,3244,2025-02-14,922.68,Completed,Wallet
TXN105011,5086,2025-05-05,1740.99,Completed,UPI
TXN105012,1734,2025-04-06,885.31,Processed,Wallet
TXN105013,7232,2025-01-13,4537.21,Completed,NetBanking
TXN105014,1798,2025-04-20,1388.28,Completed,Card
TXN105015,8601,2025-01-06,2251.33,Completed,NetBanking
TXN105016,9979,2025-04-07,4478.97,Completed,Wallet
TXN105017,3795,2025-03-12,2786.70,Completed,Card
TXN105018,5588,2025-02-16,4667.61,Completed,Wallet
TXN105019,8297,2025-04-03,4635.93,Completed,Card
TXN105020,4084,2025-04-11,2334.93,Completed,UPI
TXN105021,1731,2025-02-13,2932.79,Completed,NetBanking
TXN105022,2129,2025-02-01,1190.06,Completed,UPI
TXN105023,2605,2025-01-03,4953.15,Completed,Card
TXN105024,3933,2025-03-25,1427.67,Completed,Wallet
TXN105025,9516,2025-06-15,3927.37,Pending,Card
TXN105026,6074,2025-01-04,1599.20,Pending,Card
TXN105027,8099,2025-05-25,1599.56,Completed,UPI
TXN105028,2490,2025-06-14,564.12,Pending,Card
TXN105029,1893,2025-03-29,2821.48,Completed,NetBanking
TXN105030,2390,2025-04-16,1261.92,Completed,NetBanking
TXN105031,4389,2025-04-15,784.55,Completed,UPI
TXN105032,5239,2025-02-05,1172.00,Completed,UPI
TXN105033,5479,2025-02-27,1292.91,Completed,NetBanking
TXN105034,3263,2025-06-18,2545.21,Completed,UPI
TXN105035,4432,2025-01-08,1960.32,Processed,NetBanking
TXN105036,3371,2025-06-07,423.68,Completed,NetBanking
TXN105037,5312,2025-03-27,2703.34,Completed,UPI
TXN105038,2515,2025-06-29,3949.35,Completed,Wallet
TXN105039,7326,2025-04-07,2892.46,Completed,UPI
TXN105040,8088,2025-06-02,4873.97,Completed,Wallet
TXN105041,6586,2025-06-29,540.79,Completed,UPI
TXN105042,3917,2025-02-28,4114.70,Completed,NetBanking
TXN105043,6731,2025-01-30,2553.18,Processed,Wallet
TXN105044,8686,2025-04-11,2631.90,Completed,UPI
TXN105045,2167,2025-03-08,2619.54,Completed,UPI
TXN105046,9302,2025-05-12,1660.33,Processed,NetBanking
TXN105047,6109,2025-04-03,1656.55,Completed,Wallet
TXN105048,5327,2025-03-04,3177.63,Completed,UPI
TXN105049,6810,2025-02-01,271.59,Completed,Card
TXN105050,4655,2025-03-28,2964.49,Completed,Card
TXN105051,4793,2025-02-20,3636.72,Completed,UPI
TXN105052,7738,2025-03-04,1813.82,Completed,NetBanking
TXN105053,2577,2025-03-21,1125.92,Completed,NetBanking
TXN105054,3220,2025-03-28,1106.27,Completed,UPI
TXN105055,2030,2025-04-20,455.11,Processed,UPI
TXN105056,7691,2025-04-11,494.11,Pending,NetBanking
TXN105057,4992,2025-05-09,875.10,Completed,NetBanking
TXN105058,1913,2025-01-19,144.91,Completed,NetBanking
TXN105059,7358,2025-04-11,1367.87,Completed,UPI
TXN105060,3181,2025-06-12,1566.69,Pending,NetBanking
TXN105061,4197,2025-04-04,4976.35,Completed,UPI
TXN105062,7040,2025-03-22,4958.85,Completed,Wallet
TXN105063,2462,2025-04-13,975.89,Completed,Card
TXN105064,8037,2025-04-23,1104.51,Completed,Wallet
TXN105065,5994,2025-06-03,2484.94,Processed,Card
TXN105066,6308,2025-01-13,786.48,Completed,UPI
TXN105067,7221,2025-04-28,2545.00,Completed,UPI
TXN105068,8090,2025-03-27,2026.98,Completed,Wallet
TXN105069,8769,2025-01-23,1656.88,Completed,UPI
TXN105070,1687,2025-04-17,4121.90,Completed,UPI
TXN105071,5661,2025-06-12,4149.18,Completed,NetBanking
TXN105072,2894,2025-01-12,4940.05,Completed,Wallet
TXN105073,8389,2025-05-17,1154.29,Processed,Card
TXN105074,5922,2025-03-19,4446.97,Completed,Wallet
TXN105075,7322,2025-03-08,2712.34,Pending,UPI
TXN105076,4183,2025-04-18,2977.72,Completed,UPI
TXN105077,4797,2025-02-13,4486.65,Completed,Wallet
TXN105078,6178,2025-05-29,4716.02,Processed,UPI
TXN105079,4968,2025-01-07,3647.72,Completed,UPI
TXN105080,3716,2025-05-08,1771.82,Completed,UPI
TXN105081,1190,2025-04-07,2473.86,Completed,NetBanking
TXN105082,2335,2025-01-11,3094.52,Processed,UPI
TXN105083,9181,2025-06-22,4151.77,Completed,UPI
TXN105084,1378,2025-06-09,3306.84,Completed,UPI
TXN105085,4829,2025-04-16,1858.97,Completed,UPI
TXN105086,7380,2025-03-24,2118.51,Completed,UPI
TXN105087,1615,2025-02-05,299.67,Completed,UPI
TXN105088,3330,2025-04-28,4625.13,Completed,UPI
TXN105089,2754,2025-06-14,486.19,Completed,Card
TXN105090,1463,2025-02-10,2920.66,Completed,Wallet
TXN105091,5267,2025-04-02,4364.68,Completed,Card
TXN105092,4158,2025-02-18,2133.28,Completed,UPI
TXN105093,4624,2025-05-23,4010.62,Completed,Wallet
TXN105094,5938,2025-05-21,4028.89,Completed,Card
TXN105095,6417,2025-02-22,346.24,Completed,Wallet
TXN105096,7004,2025-04-17,2090.11,Completed,UPI
TXN105097,9881,2025-02-02,3470.58,Completed,Wallet
TXN105098,6603,2025-04-29,2140.65,Processed,Wallet
TXN105099,3212,2025-02-01,2748.58,Completed,Wallet
TXN105100,7120,2025-04-28,2992.57,Processed,Wallet
TXN105101,6818,2025-06-25,798.59,Pending,UPI
TXN105102,1382,2025-03-03,2089.31,Processed,NetBanking
TXN105103,3256,2025-03-23,190.89,Completed,NetBanking
TXN105104,2412,2025-05-10,790.65,Completed,Wallet
TXN105105,7146,2025-03-18,2585.66,Completed,UPI
TXN105106,1371,2025-01-16,2889.25,Pending,UPI
TXN105107,6806,2025-05-03,773.86,Completed,NetBanking
TXN105108,6565,2025-01-08,3790.32,Completed,UPI
TXN105109,9802,2025-05-27,1896.29,Completed,Wallet
TXN105110,9307,2025-06-09,4607.22,Processed,Wallet
TXN105111,8437,2025-03-08,1968.93,Completed,NetBanking
TXN105112,1446,2025-04-25,791.56,Completed,UPI
TXN105113,2391,2025-04-23,3801.95,Completed,Wallet
TXN105114,2340,2025-02-01,2860.61,Completed,NetBanking
TXN105115,3939,2025-04-15,1964.11,Completed,Card
TXN105116,6969,2025-01-25,1811.99,Processed,NetBanking
TXN105117,5813,2025-02-22,796.31,Processed,UPI
TXN105118,4569,2025-03-22,1737.13,Processed,Card
TXN105119,6454,2025-01-25,195.25,Completed,Wallet
TXN105120,4150,2025-02-02,2536.89,Completed,UPI
TXN105121,7414,2025-01-31,4488.78,Processed,Wallet
TXN105122,5657,2025-02-05,3986.89,Processed,NetBanking
TXN105123,7947,2025-03-28,191.18,Pending,UPI
TXN105124,8943,2025-05-03,4412.24,Completed,Card
TXN105125,4662,2025-06-26,2289.01,Completed,Card
TXN105126,5482,2025-02-13,994.91,Pending,Wallet
TXN105127,5797,2025-02-17,3774.44,Completed,Wallet
TXN105128,6068,2025-06-07,1648.22,Completed,NetBanking
TXN105129,6480,2025-01-13,1303.93,Pending,Wallet
TXN105130,9033,2025-06-20,848.53,Pending,UPI
TXN105131,1983,2025-05-24,2458.78,Completed,Card
TXN105132,6607,2025-04-01,512.30,Completed,UPI
TXN105133,9543,2025-06-03,3938.78,Pending,NetBanking
TXN105134,2907,2025-06-24,2379.84,Completed,Card
TXN105135,7924,2025-06-14,2262.53,Processed,Wallet
TXN105136,9737,2025-05-11,59.18,Pending,Card
TXN105137,5174,2025-06-03,4098.43,Processed,NetBanking
TXN105138,8265,2025-05-23,2489.54,Completed,Wallet
TXN105139,2990,2025-03-07,2227.48,Completed,Card
TXN105140,6596,2025-01-28,3818.86,Completed,Card
TXN105141,4998,2025-05-05,361.35,Completed,Card
TXN105142,4775,2025-06-15,1865.07,Completed,Wallet
TXN105143,5645,2025-06-21,2899.88,Completed,NetBanking
TXN105144,3061,2025-03-21,2329.86,Completed,Card
TXN105145,5487,2025-05-12,949.11,Completed,UPI
TXN105146,5435,2025-03-13,1531.42,Completed,Wallet
TXN105147,3644,2025-02-13,1535.99,Completed,Wallet
TXN105148,2045,2025-04-29,4960.26,Completed,Card
TXN105149,8951,2025-02-15,1664.68,Processed,Card
TXN105150,7449,2025-03-25,1065.65,Completed,Card
TXN105151,3681,2025-01-26,4122.05,Completed,NetBanking
TXN105152,4199,2025-04-06,2134.80,Completed,Wallet
TXN105153,7768,2025-01-13,2247.13,Completed,UPI
TXN105154,8440,2025-05-05,2767.00,Completed,NetBanking
TXN105155,9633,2025-03-10,2998.66,Completed,NetBanking
TXN105156,3550,2025-06-21,2973.25,Processed,Wallet
TXN105157,5225,2025-02-20,220.77,Completed,Card
TXN105158,1596,2025-01-13,4103.27,Pending,NetBanking
TXN105159,7054,2025-06-18,1014.52,Processed,Card
TXN105160,2505,2025-05-19,1497.09,Completed,Wallet
TXN105161,7468,2025-06-14,908.48,Completed,UPI
TXN105162,8236,2025-03-01,3847.03,Completed,UPI
TXN105163,2551,2025-02-01,2939.11,Processed,UPI
TXN105164,7852,2025-06-22,3788.72,Completed,Card
TXN105165,2449,2025-01-18,3284.32,Completed,NetBanking
TXN105166,6953,2025-04-03,565.59,Pending,UPI
TXN105167,9456,2025-05-28,1542.42,Completed,NetBanking
TXN105168,9042,2025-02-13,2560.96,Completed,UPI
TXN105169,3659,2025-06-13,1559.48,Completed,Card
TXN105170,8509,2025-02-06,1076.15,Completed,Card
TXN105171,8893,2025-06-10,4355.57,Completed,Card
TXN105172,8445,2025-05-07,3751.53,Completed,UPI
TXN105173,3721,2025-01-19,1758.84,Completed,NetBanking
TXN105174,3925,2025-06-28,3836.81,Completed,Card
TXN105175,8104,2025-02-01,3156.32,Processed,NetBanking
TXN105176,7240,2025-04-16,68.74,Completed,NetBanking
TXN105177,1512,2025-01-22,1932.30,Completed,UPI
TXN105178,1215,2025-05-02,1487.91,Completed,NetBanking
TXN105179,8299,2025-05-09,1128.65,Processed,Card
TXN105180,4153,2025-02-23,1295.37,Completed,Wallet
TXN105181,8450,2025-05-28,4714.71,Completed,Wallet
TXN105182,2706,2025-02-27,2457.27,Processed,Card
TXN105183,2567,2025-06-12,4246.16,Processed,NetBanking
TXN105184,2128,2025-03-11,1110.37,Completed,Wallet
TXN105185,4510,2025-03-04,913.30,Completed,Wallet
TXN105186,8867,2025-01-03,4449.51,Processed,Card
TXN105187,3365,2025-04-09,2503.74,Completed,Wallet
TXN105188,6583,2025-02-14,4481.00,Completed,UPI
TXN105189,5897,2025-05-23,361.99,Pending,Card
TXN105190,6718,2025-01-17,4586.36,Completed,NetBanking
TXN105191,7001,2025-05-23,2106.45,Completed,Wallet
TXN105192,5567,2025-01-05,819.08,Completed,NetBanking
TXN105193,3741,2025-06-23,3432.74,Pending,NetBanking
TXN105194,4020,2025-01-11,3994.67,Completed,NetBanking
TXN105195,7256,2025-04-02,284.50,Processed,UPI
TXN105196,1228,2025-05-22,4936.62,Completed,Wallet
TXN105197,9362,2025-02-08,3500.28,Completed,Wallet
TXN105198,1294,2025-02-11,1640.94,Completed,Wallet
TXN105199,5284,2025-04-04,798.90,Completed,NetBanking
TXN105200,9617,2025-01-05,1993.03,Completed,Card
TXN105201,7801,2025-02-21,1141.80,Completed,Wallet
TXN105202,1918,2025-05-30,2496.06,Completed,Wallet
TXN105203,1498,2025-02-13,3920.37,Completed,UPI
TXN105204,3809,2025-04-25,3317.65,Completed,Card
TXN105205,5961,2025-06-02,2207.88,Completed,Wallet
TXN105206,4779,2025-05-07,638.77,Completed,NetBanking
TXN105207,3118,2025-04-26,4787.93,Completed,UPI
TXN105208,7391,2025-05-29,1388.33,Completed,UPI
TXN105209,1145,2025-03-09,1425.28,Completed,Card
TXN105210,8942,2025-02-16,3245.24,Completed,Wallet
TXN105211,5565,2025-05-07,3864.02,Completed,Wallet
TXN105212,1192,2025-02-04,4921.56,Completed,Wallet
TXN105213,6187,2025-01-07,4847.36,Completed,Card
TXN105214,7637,2025-04-26,4573.11,Pending,NetBanking
TXN105215,9243,2025-02-21,2204.80,Processed,UPI
TXN105216,3410,2025-04-20,875.01,Completed,Wallet
TXN105217,2820,2025-02-15,2943.13,Completed,Wallet
TXN105218,3964,2025-05-17,135.42,Pending,Wallet
TXN105219,3521,2025-01-23,1021.43,Processed,NetBanking
TXN105220,3568,2025-05-11,62.52,Completed,UPI
TXN105221,6882,2025-05-07,943.65,Pending,Wallet
TXN105222,2867,2025-01-09,2400.05,Completed,Card
TXN105223,8465,2025-02-22,1996.96,Completed,Wallet
TXN105224,8602,2025-06-26,1878.02,Completed,NetBanking
TXN105225,4199,2025-02-17,4163.22,Completed,Wallet
TXN105226,7103,2025-05-03,3391.23,Completed,UPI
TXN105227,1240,2025-03-23,4685.34,Completed,Card
TXN105228,4440,2025-04-19,2254.44,Processed,Card
TXN105229,5631,2025-01-07,1397.54,Processed,NetBanking
TXN105230,9274,2025-04-09,657.29,Completed,NetBanking
TXN105231,6077,2025-01-31,3376.54,Completed,UPI
TXN105232,4768,2025-04-12,4216.62,Completed,Wallet
TXN105233,8995,2025-02-25,959.51,Completed,NetBanking
TXN105234,9802,2025-04-09,4399.83,Processed,Card
TXN105235,7429,2025-01-05,2655.07,Completed,NetBanking
TXN105236,4605,2025-01-30,763.20,Completed,Wallet
TXN105237,3173,2025-01-22,3232.17,Pending,Wallet
TXN105238,7568,2025-05-25,2624.26,Completed,Wallet
TXN105239,3601,2025-05-18,189.51,Completed,Wallet
TXN105240,3657,2025-06-19,2026.25,Pending,NetBanking
TXN105241,7080,2025-01-27,3934.70,Processed,Wallet
TXN105242,8325,2025-05-07,2799.35,Completed,Wallet
TXN105243,3159,2025-05-15,1446.10,Completed,UPI
TXN105244,4830,2025-01-23,4646.78,Completed,UPI
TXN105245,9313,2025-03-16,1227.01,Completed,Card
TXN105246,5368,2025-04-27,1301.04,Completed,Wallet
TXN105247,2317,2025-05-16,1805.46,Completed,Card
TXN105248,5493,2025-01-08,4477.96,Completed,NetBanking
TXN105249,2230,2025-04-11,2562.75,Completed,UPI
TXN105250,2133,2025-01-05,3426.79,Completed,UPI
TXN105251,8607,2025-03-27,4882.51,Completed,Wallet
TXN105252,2301,2025-05-10,3927.32,Completed,Card
TXN105253,2910,2025-06-28,904.37,Completed,UPI
TXN105254,9082,2025-01-12,3952.35,Processed,NetBanking
TXN105255,9107,2025-02-16,3754.27,Completed,UPI
TXN105256,8970,2025-01-26,1201.45,Completed,Card
TXN105257,2916,2025-04-12,1660.48,Pending,UPI
TXN105258,7996,2025-04-30,3565.13,Completed,UPI
TXN105259,3757,2025-06-22,1230.05,Completed,Card
TXN105260,7464,2025-03-11,1080.53,Processed,NetBanking
TXN105261,1178,2025-01-02,3532.19,Completed,Wallet
TXN105262,7362,2025-01-26,4408.95,Pending,NetBanking
TXN105263,9683,2025-01-14,421.33,Completed,Card
TXN105264,1060,2025-03-23,2257.24,Completed,Wallet
TXN105265,7681,2025-04-12,3055.52,Completed,UPI
TXN105266,3895,2025-02-01,3397.57,Processed,UPI
TXN105267,1585,2025-03-03,4981.17,Completed,Card
TXN105268,6823,2025-04-25,3429.33,Completed,NetBanking
TXN105269,1534,2025-01-30,3119.76,Processed,NetBanking
TXN105270,4462,2025-05-21,4949.18,Completed,NetBanking
TXN105271,5011,2025-06-17,350.31,Completed,Wallet
TXN105272,4398,2025-01-31,418.46,Completed,NetBanking
TXN105273,3155,2025-02-06,2825.38,Processed,NetBanking
TXN105274,6966,2025-06-22,1825.39,Completed,NetBanking
TXN105275,8329,2025-04-12,528.65,Completed,Wallet
TXN105276,7957,2025-05-08,1566.92,Completed,NetBanking
TXN105277,6325,2025-03-27,3388.05,Completed,Wallet
TXN105278,9518,2025-02-28,4409.04,Processed,Wallet
TXN105279,5703,2025-01-28,516.91,Completed,Card
TXN105280,3706,2025-05-02,2723.72,Completed,UPI
TXN105281,1001,2025-03-02,1515.77,Completed,NetBanking
TXN105282,9316,2025-05-27,3353.26,Completed,UPI
TXN105283,2104,2025-06-20,2769.78,Completed,Wallet
TXN105284,2861,2025-01-16,4637.22,Completed,Wallet
TXN105285,6269,2025-03-10,236.54,Completed,Card
TXN105286,7943,2025-02-13,2376.68,Completed,Wallet
TXN105287,9320,2025-04-23,1004.16,Completed,Card
TXN105288,1437,2025-05-18,2707.07,Completed,UPI
TXN105289,5846,2025-06-24,4275.22,Completed,Wallet
TXN105290,4129,2025-01-19,4561.02,Processed,Card
TXN105291,9081,2025-03-25,2021.25,Completed,Wallet
TXN105292,1901,2025-04-03,4068.31,Processed,Card
TXN105293,6398,2025-06-28,1438.51,Processed,Card
TXN105294,7678,2025-05-21,81.21,Completed,UPI
TXN105295,6529,2025-05-24,4283.43,Completed,NetBanking
TXN105296,7604,2025-06-12,641.09,Completed,UPI
TXN105297,4918,2025-04-10,137.18,Processed,Wallet
TXN105298,2067,2025-02-08,1801.30,Processed,NetBanking
TXN105299,1026,2025-03-08,1927.93,Processed,Wallet
TXN105300,7937,2025-03-14,432.24,Processed,UPI
TXN105301,8264,2025-02-19,4080.20,Completed,Wallet
TXN105302,8118,2025-02-22,2057.68,Completed,NetBanking
TXN105303,1547,2025-02-15,2475.12,Pending,Card
TXN105304,9758,2025-02-21,1359.90,Completed,Card
TXN105305,9895,2025-05-04,2581.96,Completed,Wallet
TXN105306,6338,2025-06-06,3845.32,Completed,UPI
TXN105307,4140,2025-01-05,4535.60,Completed,NetBanking
TXN105308,8996,2025-03-15,4854.12,Completed,Wallet
TXN105309,2590,2025-04-05,2162.28,Completed,Card
TXN105310,8776,2025-03-16,4950.67,Completed,Wallet
TXN105311,5943,2025-06-17,1510.03,Completed,Card
TXN105312,9997,2025-04-26,84.53,Completed,Wallet
TXN105313,8798,2025-05-10,3849.70,Pending,UPI
TXN105314,4791,2025-03-09,933.26,Processed,UPI
TXN105315,2357,2025-03-21,309.65,Completed,Card
TXN105316,9092,2025-04-15,4623.84,Completed,UPI
TXN105317,4225,2025-03-10,3969.46,Completed,Wallet
TXN105318,3460,2025-06-12,558.19,Completed,Card
TXN105319,9737,2025-05-22,3895.71,Completed,Card
TXN105320,3728,2025-05-23,4227.80,Completed,Card
TXN105321,7726,2025-05-14,4531.24,Completed,UPI
TXN105322,8481,2025-01-16,2741.29,Completed,UPI
TXN105323,7430,2025-03-28,3531.89,Processed,NetBanking
TXN105324,4114,2025-05-04,3823.08,Completed,Wallet
TXN105325,1616,2025-06-23,3458.76,Completed,NetBanking
TXN105326,4644,2025-05-20,3251.83,Completed,Card
TXN105327,7413,2025-02-10,2760.42,Completed,Wallet
TXN105328,2203,2025-04-29,2422.02,Completed,UPI
TXN105329,3565,2025-01-19,4980.82,Completed,NetBanking
TXN105330,4174,2025-03-17,1720.93,Completed,NetBanking
TXN105331,4081,2025-04-19,486.93,Completed,Card
TXN105332,3630,2025-04-29,3836.93,Completed,Wallet
TXN105333,4161,2025-04-23,1108.43,Completed,Wallet
TXN105334,5321,2025-01-02,2686.83,Completed,Card
TXN105335,9861,2025-01-20,524.22,Processed,UPI
TXN105336,7269,2025-04-29,3115.46,Completed,Wallet
TXN105337,8099,2025-04-05,4722.84,Completed,NetBanking
TXN105338,8376,2025-05-17,3627.39,Pending,Card
TXN105339,5078,2025-01-21,1111.95,Completed,NetBanking
TXN105340,6801,2025-01-08,4857.13,Processed,UPI
TXN105341,5151,2025-06-16,1570.08,Completed,UPI
TXN105342,9911,2025-06-14,2211.24,Completed,Wallet
TXN105343,3600,2025-01-29,2515.68,Completed,NetBanking
TXN105344,7175,2025-02-04,4954.06,Completed,UPI
TXN105345,1666,2025-02-07,391.01,Completed,Card
TXN105346,1283,2025-03-31,3498.81,Completed,UPI
TXN105347,6840,2025-06-12,1841.56,Completed,UPI
TXN105348,4565,2025-03-09,437.71,Completed,Wallet
TXN105349,5593,2025-05-11,4678.41,Completed,Card
TXN105350,2465,2025-04-19,2969.80,Completed,UPI
TXN105351,9321,2025-04-21,3779.91,Completed,NetBanking
TXN105352,5734,2025-01-12,1239.91,Completed,Card
TXN105353,7257,2025-02-01,3819.63,Pending,Card
TXN105354,8366,2025-06-24,4150.95,Completed,NetBanking
TXN105355,4672,2025-03-04,2182.61,Completed,NetBanking
TXN105356,8382,2025-06-03,2881.18,Completed,Wallet
TXN105357,7587,2025-02-12,4860.77,Completed,Card
TXN105358,1992,2025-04-17,4241.31,Completed,NetBanking
TXN105359,7858,2025-06-21,2252.01,Completed,Card
TXN105360,3121,2025-02-07,3339.64,Completed,Card
TXN105361,3223,2025-01-29,3931.95,Completed,Card
TXN105362,5522,2025-02-24,170.43,Pending,Card
TXN105363,4188,2025-02-21,2962.41,Completed,Card
TXN105364,4237,2025-04-25,4923.42,Completed,Wallet
TXN105365,5136,2025-01-19,4738.54,Completed,Card
TXN105366,1343,2025-02-04,4170.58,Completed,Card
TXN105367,5704,2025-02-17,575.76,Completed,Wallet
TXN105368,5823,2025-04-20,4970.51,Completed,NetBanking
TXN105369,5920,2025-01-31,3067.21,Completed,NetBanking
TXN105370,4201,2025-01-03,1153.40,Pending,Wallet
TXN105371,6471,2025-06-12,3387.63,Completed,NetBanking
TXN105372,1888,2025-03-29,4289.79,Processed,Card
TXN105373,8127,2025-02-21,606.02,Pending,NetBanking
TXN105374,4720,2025-03-12,4586.37,Completed,UPI
TXN105375,3883,2025-02-20,4605.01,Pending,NetBanking
TXN105376,5212,2025-02-25,116.65,Completed,Wallet
TXN105377,7961,2025-04-09,4506.58,Processed,NetBanking
TXN105378,3415,2025-01-21,4736.75,Processed,NetBanking
TXN105379,4001,2025-05-09,236.57,Completed,Wallet
TXN105380,2738,2025-04-18,1506.12,Completed,Wallet
TXN105381,2364,2025-02-22,1896.88,Completed,Card
TXN105382,3708,2025-01-06,1777.01,Pending,Wallet
TXN105383,1924,2025-03-23,3807.07,Completed,UPI
TXN105384,1151,2025-03-20,1822.62,Completed,UPI
TXN105385,9777,2025-02-16,4785.07,Pending,Wallet
TXN105386,9044,2025-04-06,4975.21,Pending,UPI
TXN105387,1912,2025-04-16,1618.25,Completed,Card
TXN105388,3321,2025-06-27,2568.56,Completed,Wallet
TXN105389,1495,2025-03-23,2810.64,Processed,NetBanking
TXN105390,3148,2025-01-31,2918.04,Completed,Card
TXN105391,1556,2025-06-06,1902.33,Pending,UPI
TXN105392,2552,2025-05-23,871.67,Completed,Card
TXN105393,3120,2025-02-27,320.07,Completed,UPI
TXN105394,4085,2025-01-23,576.43,Completed,UPI
TXN105395,4504,2025-06-15,4511.39,Pending,UPI
TXN105396,1156,2025-02-10,1437.86,Processed,Card
TXN105397,9926,2025-01-15,430.27,Completed,NetBanking
TXN105398,8505,2025-03-28,3136.47,Processed,NetBanking
TXN105399,8162,2025-01-03,422.77,Completed,NetBanking
TXN105400,6523,2025-01-01,396.76,Completed,NetBanking
TXN105401,8543,2025-03-16,3126.77,Pending,NetBanking
TXN105402,9055,2025-05-19,2977.41,Completed,UPI
TXN105403,5654,2025-03-17,255.31,Processed,NetBanking
TXN105404,7250,2025-01-04,2329.37,Completed,Wallet
TXN105405,8246,2025-01-25,2207.05,Completed,UPI
TXN105406,1154,2025-06-20,2756.11,Completed,NetBanking
TXN105407,8950,2025-04-04,3702.33,Completed,Card
TXN105408,1996,2025-06-17,1449.86,Completed,Card
TXN105409,5626,2025-04-06,2192.26,Completed,Wallet
TXN105410,3905,2025-04-18,3974.08,Completed,UPI
TXN105411,1153,2025-04-09,4616.65,Completed,UPI
TXN105412,8853,2025-04-05,4462.05,Completed,UPI
TXN105413,7481,2025-04-10,2414.27,Completed,UPI
TXN105414,6599,2025-04-01,2628.29,Pending,NetBanking
TXN105415,2716,2025-02-13,2669.07,Processed,UPI
TXN105416,1786,2025-05-08,4350.14,Completed,UPI
TXN105417,5368,2025-01-23,4207.70,Completed,Card
TXN105418,9096,2025-01-23,1592.09,Processed,NetBanking
TXN105419,5272,2025-02-24,856.11,Processed,NetBanking
TXN105420,4767,2025-06-10,1925.92,Completed,NetBanking
TXN105421,9834,2025-03-18,1477.61,Completed,Wallet
TXN105422,6994,2025-03-04,4756.36,Pending,NetBanking
TXN105423,8216,2025-04-13,1366.28,Pending,Card
TXN105424,9857,2025-03-01,946.97,Completed,Card
TXN105425,4426,2025-03-21,4502.42,Completed,Wallet
TXN105426,4783,2025-04-05,478.07,Completed,Card
TXN105427,6427,2025-03-10,1338.32,Pending,Card
TXN105428,8011,2025-04-24,2223.60,Completed,NetBanking
TXN105429,9052,2025-04-14,2995.78,Completed,NetBanking
TXN105430,4701,2025-04-18,1671.98,Completed,Card
TXN105431,3349,2025-03-30,2506.36,Pending,NetBanking
TXN105432,8011,2025-01-21,1034.21,Completed,Card
TXN105433,8055,2025-05-11,2892.66,Completed,UPI
TXN105434,2212,2025-06-25,2068.69,Completed,UPI
TXN105435,7965,2025-01-10,4253.84,Pending,Card
TXN105436,7704,2025-03-28,2107.88,Pending,NetBanking
TXN105437,8433,2025-06-19,2246.89,Pending,UPI
TXN105438,3511,2025-04-01,2981.27,Completed,UPI
TXN105439,1143,2025-06-23,659.69,Completed,UPI
TXN105440,8367,2025-05-17,826.14,Completed,Wallet
TXN105441,4228,2025-05-03,3961.68,Completed,Card
TXN105442,5582,2025-06-26,1403.42,Completed,UPI
TXN105443,7031,2025-01-04,3439.25,Pending,NetBanking
TXN105444,5243,2025-03-31,532.26,Completed,Card
TXN105445,3713,2025-04-06,4118.14,Completed,Card
TXN105446,5185,2025-01-29,4941.73,Completed,UPI
TXN105447,8328,2025-03-27,1899.77,Completed,UPI
TXN105448,5633,2025-02-16,2552.37,Completed,Card
TXN105449,4192,2025-03-18,2241.42,Completed,NetBanking
TXN105450,1300,2025-03-28,4476.23,Completed,Wallet
TXN105451,1723,2025-01-31,99.17,Completed,Card
TXN105452,6694,2025-02-20,3284.62,Completed,Card
TXN105453,4010,2025-06-18,3279.22,Processed,Card
TXN105454,6555,2025-02-05,1942.81,Completed,NetBanking
TXN105455,1067,2025-06-17,1135.70,Processed,Wallet
TXN105456,3506,2025-04-05,1236.43,Processed,Wallet
TXN105457,2537,2025-01-15,4012.30,Completed,Card
TXN105458,1397,2025-03-19,377.21,Completed,UPI
TXN105459,6680,2025-06-07,2840.93,Completed,UPI
TXN105460,5825,2025-06-07,1568.86,Processed,NetBanking
TXN105461,9747,2025-06-04,1362.98,Completed,UPI
TXN105462,7048,2025-02-09,2553.40,Pending,NetBanking
TXN105463,4661,2025-02-14,4494.41,Completed,UPI
TXN105464,3941,2025-06-24,3109.55,Completed,Card
TXN105465,8067,2025-03-31,3953.62,Completed,NetBanking
TXN105466,6091,2025-02-25,3023.38,Completed,UPI
TXN105467,2601,2025-02-23,3503.69,Completed,Card
TXN105468,2480,2025-03-26,2190.42,Completed,NetBanking
TXN105469,7230,2025-01-09,4633.61,Completed,NetBanking
TXN105470,4276,2025-04-28,2534.60,Completed,UPI
TXN105471,7447,2025-03-06,2781.28,Completed,UPI
TXN105472,6499,2025-04-18,2648.58,Completed,Card
TXN105473,7273,2025-05-09,1615.14,Completed,Wallet
TXN105474,2299,2025-05-21,1194.63,Processed,NetBanking
TXN105475,6818,2025-02-07,415.48,Completed,Card
TXN105476,7701,2025-06-22,3604.97,Completed,Card
TXN105477,5994,2025-04-15,1481.91,Completed,UPI
TXN105478,8489,2025-02-09,1976.53,Completed,UPI
